# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,
# Tue Jan 31 08:42:23 2023,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,frac1,frac2
HAT-P-41 b,HAT-P-41,2.694047,0.000004,-0.000004,0,,,,,18.887,0.852,-0.572,0,254.264,31.783,-31.783,0,0.045110393,0.030285381
WASP-92 b,WASP-92,2.1746742,0.0000016,-0.0000016,0,0.0348,0.00036,-0.00036,0,16.376,0.863,-0.863,0,255.85315,21.61244,-21.61244,0,0.052699072,0.052699072
HATS-59 b,HATS-59,5.416081,0.000016,-0.000016,0,0.06112,0.00076,-0.00076,0,12.621,0.863,-0.863,0,256.17098,21.93027,-21.93027,0,0.0683781,0.0683781
HATS-9 b,HATS-9,1.915311,0.00000094,-0.00000094,0,,,,,13.141,0.11,-0.11,0,259.34928,12.07754,-12.07754,0,0.008370748,0.008370748
Gaia-2 b,Gaia-2,3.6915224,0.0000039,-0.0000039,0,0.0467,0.0015,-0.0015,0,14.818,0.146,-0.146,0,259.66581,14.93794,-14.93794,0,0.009852882,0.009852882
HAT-P-52 b,HAT-P-52,2.7535953,0.0000094,-0.0000094,0,0.03696,0.00037,-0.00038,0,11.31,0.807,-0.807,0,259.66711,13.03103,-12.39537,0,0.071352785,0.071352785
WASP-78 b,WASP-78,2.1751763,0.0000047,-0.0000047,0,0.03488,0.0007,-0.00076,0,17.822,1.121,-1.121,0,259.66711,23.83725,-21.93027,0,0.062899787,0.062899787
HAT-P-52 b,HAT-P-52,2.7535953,0.0000094,-0.0000094,0,0.03694,0.00038,-0.00038,0,11.31,0.807,-0.807,0,259.98494,9.21707,-9.21707,0,0.071352785,0.071352785
TOI-2158 b,TOI-2158,8.60077,0.00003,-0.00003,0,0.075,0.004,-0.004,0,10.761,0.135,-0.135,0,260.61929,25.42627,-25.42627,0,0.012545302,0.012545302
TOI-2570 b,TOI-2570,2.9887615,0.0000022,-0.0000022,0,0.04145,0.00081,-0.00086,0,13.641,0.392,-0.381,0,260.61929,20.02319,-20.65885,0,0.028736896,0.027930504
HATS-65 b,HATS-65,3.105161,0.0000016,-0.0000016,0,0.04497,0.00033,-0.00033,0,16.825,0.56,-0.56,0,260.93843,26.37989,-26.37989,0,0.033283804,0.033283804
HATS-9 b,HATS-9,1.9153073,0.0000052,-0.0000052,0,0.03048,0.00038,-0.00037,0,11.938,1.098,-1.098,0,261.57409,13.03103,-12.39537,0,0.091975205,0.091975205
CoRoT-9 b,CoRoT-9,95.2738,0.0014,-0.0014,0,0.4027,0.011,-0.011,0,11.624,0.919,-0.919,0,262.52758,26.37989,-26.37989,0,0.079060564,0.079060564
WASP-74 b,WASP-74,2.1377445,0.0000018,-0.0000018,0,0.03443,0.00036,-0.00036,0,15.737,0.247,-0.247,0,262.52758,6.67443,-6.67443,0,0.015695495,0.015695495
WASP-98 b,WASP-98,2.96264,0.0000013,-0.0000013,0,0.036,0.001,-0.001,0,12.33,0.45,-0.45,0,263.79,22.25,-22.25,0,0.03649635,0.03649635
XO-1 b,XO-1,3.94153,0.000027,-0.000027,0,,,,,12.778,0.785,-0.785,0,263.7989,41.3179,-41.3179,0,0.061433714,0.061433714
HATS-11 b,HATS-11,3.6191634,0.0000031,-0.0000031,0,,,,,16.668,0.347,-0.347,0,263.7989,31.783,-31.783,0,0.020818335,0.020818335
WASP-16 b,WASP-16,3.1186068,0.0000012,-0.0000012,0,0.0415,0.00077,-0.00077,0,13.653,0.448,-0.448,0,264.43456,12.07754,-12.07754,0,0.032813301,0.032813301
HATS-9 b,HATS-9,1.9153073,0.0000052,-0.0000052,0,0.03048,0.00038,-0.00038,0,11.938,1.098,-1.098,0,266.02371,9.21707,-9.21707,0,0.091975205,0.091975205
CoRoT-9 b,CoRoT-9,95.2738,0.0014,-0.0014,0,0.407,0.005,-0.005,0,11.77,0.45,-0.45,0,266.97,22.25,-22.25,0,0.038232795,0.038232795
Kepler-435 b,Kepler-435,8.6001536,0.0000018,-0.0000018,0,0.0948,0.0018,-0.0018,0,22.31,2.02,-2.02,0,266.97,47.67,-47.67,0,0.090542358,0.090542358
CoRoT-29 b,CoRoT-29,2.85057,0.000006,-0.000006,0,0.039,0.0018,-0.002,0,10.088,1.793,-1.793,0,266.9772,41.3179,-38.1396,0,0.177735924,0.177735924
CoRoT-9 b,CoRoT-9,95.272656,0.000068,-0.000068,0,0.4021,0.0054,-0.0054,0,11.949,0.841,-0.706,0,266.9772,15.8915,-15.8915,0,0.070382459,0.059084442
TrES-1 b,TrES-1,3.03007,0.000008,-0.000008,0,,,,,12.666,0.673,-0.673,0,266.9772,34.9613,-34.9613,0,0.053134375,0.053134375
K2-107 b,K2-107,3.31392,0.00002,-0.00002,0,0.048,0.005,-0.005,0,16.141,1.681,-1.681,0,266.9772,25.4264,-25.4264,0,0.104144725,0.104144725
WASP-142 b,WASP-142,2.052868,0.000002,-0.000002,0,0.0347,0.0007,-0.0007,0,17.15,0.897,-0.897,0,266.9772,28.6047,-28.6047,0,0.052303207,0.052303207
CoRoT-9 b,CoRoT-9,95.272656,0.000068,-0.000068,0,0.4029,0.0054,-0.0056,0,11.949,0.841,-0.706,0,268.88418,17.79848,-18.11631,0,0.070382459,0.059084442
WASP-1 b,WASP-1,2.51994529,0.00000056,-0.00000056,0,0.03889,0.00053,-0.00073,0,16.242,0.46,-0.46,0,268.88418,17.16282,-17.16282,0,0.028321635,0.028321635
WASP-2 b,WASP-2,2.15222144,0.00000039,-0.00000039,0,0.03033,0.00074,-0.00074,0,11.691,0.359,-0.359,0,269.20201,14.30235,-14.30235,0,0.030707382,0.030707382
WASP-2 b,WASP-2,2.15222144,0.00000039,-0.00000039,0,0.03033,0.00074,-0.00074,0,11.691,0.37,-0.37,0,269.20201,14.30235,-14.30235,0,0.031648276,0.031648276
WASP-98 b,WASP-98,2.96264,0.0000013,-0.0000013,0,0.03571,0.001,-0.001,0,12.33,0.448,-0.448,0,269.51984,26.69772,-24.15508,0,0.036334144,0.036334144
WASP-41 b,WASP-41,3.0524,0.000001,-0.000001,0,,,,,12.33,0.56,-0.56,0,270.1555,34.9613,-34.9613,0,0.04541768,0.04541768
HATS-11 b,HATS-11,3.6191613,0.0000099,-0.0000099,0,0.04614,0.00093,-0.00093,0,16.926,0.874,-0.874,0,270.1555,38.1396,-38.1396,0,0.051636536,0.051636536
WASP-79 b,WASP-79,3.662392,0.000004,-0.000004,0,0.0519,0.0008,-0.0008,0,17.15,0.448,-0.448,0,270.1555,25.4264,-25.4264,0,0.026122449,0.026122449
Kepler-435 b,Kepler-435,8.6001536,0.0000018,-0.0000018,0,0.0949,0.0018,-0.0019,0,22.306,2.018,-2.018,0,270.1555,41.3179,-41.3179,0,0.090468932,0.090468932
HAT-P-13 b,HAT-P-13,2.91625,0.000015,-0.000015,0,,,,,14.258,0.729,-0.729,0,270.462,12.077,-12.077,0,0.051129191,0.051129191
TOI-1478 b,TOI-1478,10.180249,0.000015,-0.000015,0,0.0903,0.0018,-0.0013,0,11.882,0.448,-0.437,0,270.47333,16.52716,-14.93801,0,0.03770409,0.03677832
HAT-P-13 b,HAT-P-13,2.91626,0.00001,-0.00001,0,0.0427,0.0006,-0.0012,0,14.359,0.886,-0.886,0,271.098,9.217,-14.62,0,0.061703461,0.061703461
WASP-1 b,WASP-1,2.5199454,0.0000005,-0.0000005,0,0.03889,0.00053,-0.00073,0,16.623,0.269,-0.381,0,271.415,18.116,-16.526,0,0.016182398,0.022920051
WASP-176 b,WASP-176,3.899052,0.000005,-0.000005,0,0.0535,0.001,-0.0019,0,16.87,0.56,-0.504,0,271.74465,22.88376,-21.93027,0,0.033195021,0.029875519
WASP-16 b,WASP-16,3.1186009,0.0000146,-0.0000131,0,0.0421,0.001,-0.0018,0,11.3,0.93,-0.67,0,272,14,-24,0,0.082300885,0.059292035
WASP-59 b,WASP-59,7.919585,0.00001,-0.00001,0,0.0697,0.0011,-0.0011,0,8.687,0.762,-0.762,0,272.38031,14.62018,-14.93801,0,0.087717279,0.087717279
KELT-8 b,KELT-8,3.24406,0.00016,-0.00016,0,0.0455,0.00083,-0.00088,0,20.849,2.018,-1.793,0,272.69814,16.84499,-16.20933,0,0.096791213,0.085999329
HAT-P-32 b,HAT-P-32,2.150008,0.000001,-0.000001,0,0.0343,0.0004,-0.0004,0,20.053,0.28,-0.28,0,273.322,52.122,-52.122,0,0.013962998,0.013962998
K2-238 b,K2-238,3.20466,0.00003,-0.00003,0,0.046,0.007,-0.006,0,14.572,1.681,-1.569,0,273.3338,41.3179,-38.1396,0,0.115358221,0.107672248
HAT-P-45 b,HAT-P-45,3.128992,0.000021,-0.000021,0,0.04521,0.00069,-0.0007,0,15.984,2.018,-0.975,0,273.3338,34.9613,-38.1396,0,0.126251251,0.060998498
WASP-1 b,WASP-1,2.519961,0.000018,-0.000018,0,0.03898,0.00038,-0.00041,0,16.634,0.661,-1.02,0,273.3338,22.88376,-22.88376,0,0.039737886,0.061320188
HAT-P-32 b,HAT-P-32,2.1500085,0.0000002,-0.0000002,0,,,,,20.131,0.314,-0.303,0,273.3338,52.12412,-52.12412,0,0.015597834,0.015051413
WASP-78 b,WASP-78,2.175173,0.000003,-0.000003,0,0.0367,0.0008,-0.0008,0,23.091,1.121,-1.121,0,273.3338,25.4264,-25.4264,0,0.048547053,0.048547053
WASP-59 b,WASP-59,7.919585,0.00001,-0.00001,0,0.0697,0.0011,-0.0011,0,8.687,0.762,-0.762,0,274.276,14.302,-14.302,0,0.087717279,0.087717279
WASP-2 b,WASP-2,2.1522254,0.0000015,-0.0000014,0,0.0307,0.0013,-0.0015,0,12.072,0.616,-0.65,0,275.24078,24.15508,-26.69772,0,0.05102717,0.053843605
WASP-44 b,WASP-44,2.423812,0.0000012,-0.0000012,0,0.03443,0.00099,-0.00099,0,10.985,0.359,-0.359,0,275.55861,20.34112,-20.34112,0,0.032680929,0.032680929
KELT-8 b,KELT-8,3.24406,0.00016,-0.00016,0,0.04571,0.00096,-0.00084,0,20.849,2.018,-1.793,0,275.55861,20.65895,-19.38763,0,0.096791213,0.085999329
WASP-44 b,WASP-44,2.423804,0.000008,-0.000008,0,0.03453,0.00065,-0.00065,0,12.33,0.908,-0.852,0,276.5121,20.02329,-19.70546,0,0.073641525,0.069099757
CoRoT-12 b,CoRoT-12,2.82805268,0.00000065,-0.00000065,0,0.0392,0.0013,-0.0013,0,15.065,0.829,-0.796,0,277.46559,25.74423,-24.79074,0,0.055028211,0.052837703
TrES-4 b,TrES-4,3.553945,0.000075,-0.000075,0,0.04965,0.00091,-0.00091,0,20.288,1.681,-1.681,0,278.73691,23.20159,-23.20159,0,0.082856861,0.082856861
WASP-44 b,WASP-44,2.4238133,0.0000023,-0.0000023,0,0.03474,0.0004,-0.00043,0,12.778,1.233,-1.233,0,279.05474,20.65895,-21.29461,0,0.096493974,0.096493974
WASP-23 b,WASP-23,2.94443,0.0000011,-0.0000011,0,0.037,0.0019,-0.0022,0,10.783,0.527,-0.628,0,279.37257,30.19385,-31.783,0,0.048873226,0.058239822
WASP-2 b,WASP-2,2.15222144,0.00000039,-0.00000039,0,0.03092,0.0006,-0.0006,0,11.915,0.314,-0.314,0,279.6904,12.07754,-12.07754,0,0.026353336,0.026353336
HAT-P-42 b,HAT-P-42,4.641878,0.000032,-0.000032,0,0.0575,0.0011,-0.0011,0,14.348,1.681,-1.681,0,279.6904,44.4962,-41.3179,0,0.117159186,0.117159186
HATS-31 b,HATS-31,3.37796,0.000012,-0.000012,0,0.0478,0.0012,-0.0012,0,18.383,2.466,-2.466,0,279.6904,38.1396,-38.1396,0,0.134145678,0.134145678
TOI-640 b,TOI-640,5.0037775,0.0000048,-0.0000048,0,0.06608,0.00098,-0.0011,0,19.851,0.673,-0.628,0,279.6904,50.8528,-50.8528,0,0.033902574,0.031635686
HAT-P-13 b,HAT-P-13,2.9162383,0.0000022,-0.0000022,0,0.0427,0.00058,-0.0012,0,14.359,0.886,-0.886,0,280.64389,8.58141,-14.93801,0,0.061703461,0.061703461
WASP-23 b,WASP-23,2.9444256,0.0000011,-0.0000013,0,0.0376,0.0016,-0.0024,0,10.783,0.527,-0.628,0,280.95,27.968,-31.464,0,0.048873226,0.058239822
CoRoT-12 b,CoRoT-12,2.828042,0.000013,-0.000013,0,0.0394,0.0012,-0.0012,0,15.132,0.841,-0.841,0,281.91521,25.10857,-25.10857,0,0.055577584,0.055577584
WASP-44 b,WASP-44,2.4238039,0.0000087,-0.0000087,0,0.03473,0.00041,-0.00041,0,12.778,1.233,-1.233,0,282.539,19.705,-19.705,0,0.096493974,0.096493974
WASP-28 b,WASP-28,3.40883495,0.00000015,-0.00000015,0,0.0442,0.001,-0.001,0,13.664,0.314,-0.314,0,282.54945,18.43405,-18.43405,0,0.022980094,0.022980094
WASP-78 b,WASP-78,2.17517632,0.0000047,-0.0000047,0,0.0362,0.0008,-0.0008,0,19.055,1.233,-1.233,0,282.857,25.425,-25.425,0,0.064707426,0.064707426
WASP-58 b,WASP-58,5.01718,0.000011,-0.000011,0,0.0561,0.002,-0.002,0,15.36,2.24,-2.24,0,282.86,22.25,-22.25,0,0.145833333,0.145833333
HAT-P-45 b,HAT-P-45,3.128992,0.000021,-0.000021,0,0.0452,0.0007,-0.0007,0,15.984,1.962,-0.975,0,283.492,43.541,-31.464,0,0.122747748,0.060998498
TrES-4 b,TrES-4,3.5539268,0.0000032,-0.0000032,0,0.0502,0.001,-0.001,0,19.448,0.807,-0.807,0,285.09351,23.83725,-23.83725,0,0.041495269,0.041495269
WASP-28 b,WASP-28,3.40884,0.000003,-0.000003,0,0.0445,0.0004,-0.0004,0,15.177,1.861,-1.861,0,285.717,11.124,-11.124,0,0.122619754,0.122619754
WASP-123 b,WASP-123,2.9776412,0.0000023,-0.0000023,0,0.04263,0.00074,-0.00074,0,14.773,0.729,-0.729,0,285.72917,11.44188,-11.44188,0,0.049346781,0.049346781
WASP-58 b,WASP-58,5.01718,0.000011,-0.000011,0,0.0562,0.0019,-0.002,0,15.356,2.242,-2.242,0,285.72917,23.51942,-22.88376,0,0.146001563,0.146001563
HAT-P-13 b,HAT-P-13,2.9162383,0.0000022,-0.0000022,0,0.04383,0.00068,-0.00068,0,16.668,0.46,-0.46,0,285.72917,9.5349,-9.21707,0,0.027597792,0.027597792
WASP-79 b,WASP-79,3.6623866,0.0000085,-0.0000085,0,0.0535,0.0008,-0.0008,0,23.43,1.57,-1.57,0,286.03,25.43,-25.43,0,0.067008109,0.067008109
WASP-180 A b,WASP-180 A,3.409264,0.000001,-0.000001,0,0.048,0.001,-0.001,0,13.899,0.448,-0.448,0,286.047,31.783,-31.783,0,0.032232535,0.032232535
XO-1 b,XO-1,3.941534,0.000027,-0.000027,0,0.0488,0.0005,-0.0005,0,14.572,1.233,-1.233,0,286.047,22.2481,-22.2481,0,0.084614329,0.084614329
KELT-4 A b,KELT-4 A,2.9895932,0.0000049,-0.0000049,0,0.04317,0.00079,-0.00074,0,19.044,0.516,-0.504,0,286.68266,19.0698,-18.75197,0,0.027095148,0.026465028
Kepler-56 c,Kepler-56,21.405,,,0,,,,,9.8,0.35,-0.35,0,286.8,56.9,-51.7,0,0.035714286,0.035714286
WASP-28 b,WASP-28,3.40883,0.000006,-0.000006,0,0.04465,0.00073,-0.00074,0,13.597,0.471,-0.471,0,287.95398,14.62018,-13.98452,0,0.034639994,0.034639994
HAT-P-13 b,HAT-P-13,2.9162382,0.0000016,-0.0000016,0,0.0431,0.0012,-0.0012,0,16.668,0.426,-0.426,0,287.95398,7.31009,-7.31009,0,0.025557955,0.025557955
WASP-48 b,WASP-48,2.14363544,0.00000058,-0.00000058,0,0.0332,0.00078,-0.00078,0,15.65,0.57,-0.57,0,288,27,-27,0,0.036421725,0.036421725
WASP-28 b,WASP-28,3.40883,0.000006,-0.000006,0,0.04469,0.00076,-0.00076,0,13.597,0.471,-0.471,0,288.26,13.666,-13.666,0,0.034639994,0.034639994
WASP-16 b,WASP-16,3.1186068,0.0000012,-0.0000012,0,0.0422,0.001,-0.0017,0,11.299,0.93,-0.673,0,288.58964,14.30235,-22.56593,0,0.082308169,0.059562793
XO-1 b,XO-1,3.94150685,0.00000018,-0.00000018,0,0.0493,0.00091,-0.00096,0,13.518,0.527,-0.471,0,290.17879,12.07754,-12.07754,0,0.038985057,0.034842432
WASP-2 b,WASP-2,2.15226,0.000004,-0.000004,0,0.03138,0.00142,-0.00142,0,12.52,0.919,-0.919,0,290.484,29.239,-29.239,0,0.073402556,0.073402556
WASP-2 b,WASP-2,2.152226,,,0,0.03138,0.0013,-0.00154,0,12.005,0.897,-0.93,0,290.802,28.603,-29.557,0,0.074718867,0.077467722
CoRoT-12 b,CoRoT-12,2.828042,0.000013,-0.000013,0,0.04013,0.0009,-0.00093,0,16.141,1.457,-1.457,0,290.81445,22.56593,-21.93027,0,0.090267022,0.090267022
CoRoT-12 b,CoRoT-12,2.828042,0.000013,-0.000013,0,0.04016,0.00093,-0.00092,0,16.14,1.46,-1.46,0,291.438,22.247,-20.658,0,0.090458488,0.090458488
TrES-4 b,TrES-4,3.5539246,0.0000014,-0.0000014,0,0.05084,0.0005,-0.0005,0,19.123,0.628,-0.628,0,291.45011,22.2481,-22.2481,0,0.032840036,0.032840036
XO-1 b,XO-1,3.941534,,,0,0.04928,0.00089,-0.00099,0,13.518,0.527,-0.471,0,291.76794,25.74423,-24.79074,0,0.038985057,0.034842432
WASP-1 b,WASP-1,2.519961,,,0,0.03957,0.00049,-0.00048,0,16.97,0.583,-0.527,0,291.76794,28.92253,-28.6047,0,0.034354744,0.031054803
WASP-1 b,WASP-1,2.5199449,0.0000013,-0.0000013,0,,,,,16.97,0.58,-0.53,0,292,29,-29,0,0.034177961,0.031231585
TrES-4 b,TrES-4,3.553945,0.000075,-0.000075,0,0.05091,0.00071,-0.00071,0,20.165,0.706,-0.706,0,292.073,23.201,-23.201,0,0.035011158,0.035011158
WASP-41 b,WASP-41,3.052401,0.000004,-0.000004,0,0.0402,0.0005,-0.0005,0,13.451,0.673,-0.673,0,292.391,19.069,-19.069,0,0.050033455,0.050033455
XO-1 b,XO-1,3.94150685,0.00000202,-0.00000202,0,0.049,0.001,-0.001,0,13.563,0.336,-0.336,0,292.391,25.425,-25.425,0,0.02477328,0.02477328
HATS-32 b,HATS-32,2.8126548,0.0000055,-0.0000055,0,0.04024,0.00053,-0.00053,0,14,1.614,-1.076,0,292.4036,31.783,-31.783,0,0.115285714,0.076857143
TrES-4 b,TrES-4,3.553945,,,0,0.05092,0.00072,-0.00069,0,19.627,0.717,-0.695,0,292.4036,23.20159,-22.88376,0,0.036531309,0.035410404
WASP-76 b,WASP-76,1.809886,0.000001,-0.000001,0,0.033,0.0005,-0.0005,0,20.512,0.673,-0.448,0,292.4036,9.5349,-9.5349,0,0.032810062,0.021840874
HATS-55 b,HATS-55,4.2042001,0.0000033,-0.0000033,0,0.05412,0.00014,-0.00018,0,14.022,0.291,-0.291,0,292.72143,24.15508,-24.15508,0,0.020753102,0.020753102
WASP-98 b,WASP-98,2.96264036,0.00000043,-0.00000043,0,0.03762,0.001,-0.001,0,12.823,0.381,-0.381,0,293.03926,25.4264,-25.4264,0,0.029712236,0.029712236
XO-1 b,XO-1,3.9415128,0.0000028,-0.0000028,0,0.04944,0.0008,-0.0008,0,13.518,0.46,-0.46,0,293.67492,24.47291,-24.47291,0,0.034028702,0.034028702
TrES-4 b,TrES-4,3.553945,,,0,0.05105,0.00079,-0.00167,0,19.986,1.042,-0.964,0,293.99128,25.7441,-26.06193,0,0.052136496,0.048233764
WASP-2 b,WASP-2,2.15222163,0.00000042,-0.00000042,0,0.0314,0.0013,-0.0015,0,12.005,0.897,-0.93,0,293.99275,25.74423,-27.96904,0,0.074718867,0.077467722
WASP-28 b,WASP-28,3.4088387,0.0000016,-0.0000016,0,0.04464,0.00073,-0.00073,0,14.011,0.325,-0.594,0,294.62841,15.57367,-15.57367,0,0.02319606,0.042395261
Kepler-412 b,Kepler-412,1.7208612,0.00000005,-0.00000005,0,0.02961,0.00075,-0.00079,0,14.852,0.482,-0.482,0,294.62841,24.15508,-22.56593,0,0.032453542,0.032453542
K2-140 b,K2-140,6.569188,0.000031,-0.000031,0,0.068,0.001,-0.001,0,13.563,1.009,-1.009,0,295.58042,12.71314,-12.71314,0,0.074393571,0.074393571
NGTS-8 b,NGTS-8,2.4997,0.00001,-0.00001,0,0.035,0.001,-0.001,0,12.218,0.336,-0.336,0,295.5819,12.7132,-9.5349,0,0.027500409,0.027500409
WASP-2 b,WASP-2,2.152175,0.000012,-0.000011,0,0.03144,0.00088,-0.00087,0,12.117,0.46,-0.448,0,295.89973,19.0698,-18.43414,0,0.037963192,0.036972848
KELT-23 A b,KELT-23 A,2.255251,0.000011,-0.000012,0,0.03302,0.00068,-0.00064,0,14.83,0.28,-0.28,0,298.12454,15.25584,-13.98452,0,0.018880647,0.018880647
Kepler-412 b,Kepler-412,1.72086123,0.00000005,-0.00000005,0,0.02959,0.00078,-0.00078,0,14.852,0.482,-0.482,0,298.43,27.014,-27.014,0,0.032453542,0.032453542
WASP-41 b,WASP-41,3.052404,0.0000009,-0.0000009,0,0.04,0.001,-0.001,0,13.227,0.336,-0.336,0,298.7602,15.8915,-15.8915,0,0.025402586,0.025402586
WASP-41 b,WASP-41,3.052401,0.000004,-0.000004,0,0.04022,0.00044,-0.00044,0,13.451,0.673,-0.673,0,299.07803,20.65895,-20.34112,0,0.050033455,0.050033455
Kepler-412 b,Kepler-412,1.7208604,0.0000003,-0.0000003,0,0.02897,0.00093,-0.00092,0,15.031,0.493,-0.516,0,299.07803,39.72875,-6.03877,0,0.032798882,0.034329053
HATS-34 b,HATS-34,2.1061607,0.0000047,-0.0000047,0,0.03166,0.00034,-0.00034,0,16.029,2.13,-2.13,0,299.07803,22.88376,-22.88376,0,0.132884147,0.132884147
WASP-74 b,WASP-74,2.13775,0.000001,-0.000001,0,0.03705,0.00096,-0.001,0,17.486,0.673,-0.673,0,300.03152,19.38763,-18.75197,0,0.038487933,0.038487933
WASP-1 b,WASP-1,2.5199448,0.0000005,-0.0000005,0,0.03958,0.00047,-0.00049,0,16.97,0.583,-0.527,0,301.30284,9.21707,-8.89924,0,0.034354744,0.031054803
WASP-68 b,WASP-68,5.084298,0.000015,-0.000015,0,0.06206,0.00045,-0.0004,0,13.9,1.12,-0.67,0,301.93,9.53,-9.53,0,0.08057554,0.048201439
TOI-892 b,TOI-892,10.62656,0.00007,-0.00007,0,0.092,0.005,-0.005,0,11.994,0.224,-0.224,0,301.9385,22.2481,-22.2481,0,0.018676005,0.018676005
WASP-74 b,WASP-74,2.13775,0.000001,-0.000001,0,0.037,0.001,-0.001,0,17.486,0.673,-0.673,0,301.9385,19.0698,-19.0698,0,0.038487933,0.038487933
KELT-12 b,KELT-12,5.031623,0.000032,-0.000031,0,0.06708,0.00097,-0.0013,0,19.952,1.906,-1.793,0,301.9385,44.4962,-44.4962,0,0.09552927,0.089865678
WASP-68 b,WASP-68,5.084298,0.000015,-0.000015,0,0.06219,0.00049,-0.00051,0,13.899,1.121,-0.673,0,304.16331,7.94575,-7.62792,0,0.080653284,0.04842075
WASP-7 b,WASP-7,4.954658,0.000055,-0.000043,0,0.0618,0.0014,-0.0033,0,10.256,0.516,-0.448,0,305.1168,38.1396,-57.2094,0,0.050312012,0.043681747
HATS-63 b,HATS-63,3.0566527,0.0000049,-0.0000049,0,0.04026,0.00028,-0.00028,0,13.529,0.437,-0.437,0,305.1168,38.1396,-38.1396,0,0.032300983,0.032300983
WASP-7 b,WASP-7,4.9546416,0.0000035,-0.0000035,0,0.0617,0.0011,-0.0011,0,14.908,1.042,-1.042,0,305.1168,41.3179,-41.3179,0,0.069895358,0.069895358
WASP-7 b,WASP-7,4.9546416,0.0000035,-0.0000035,0,0.0619,0.001,-0.001,0,15.278,1.042,-1.042,0,305.1168,41.3179,-41.3179,0,0.068202644,0.068202644
WASP-45 b,WASP-45,3.126089,0.000003,-0.000003,0,0.03963,0.00114,-0.00112,0,10.604,0.65,-0.572,0,306.38812,18.43414,-17.79848,0,0.061297624,0.053941909
K2-99 b,K2-99,18.249,0.001,-0.001,0,0.159,0.006,-0.006,0,14.46,0.56,-0.56,0,308.2951,28.6047,-28.6047,0,0.038727524,0.038727524
TOI-1130 c,TOI-1130,8.350381,0.000032,-0.000033,0,0.07098,0.00056,-0.0006,0,16.814,3.026,-2.466,0,309.56642,13.66669,-13.98452,0,0.179969073,0.146663495
WASP-41 b,WASP-41,3.05240154,0.00000041,-0.00000041,0,0.041,0.0005,-0.0005,0,13.204,0.202,-0.202,0,310.51991,8.26358,-8.26358,0,0.015298394,0.015298394
WASP-48 b,WASP-48,2.143634,0.000003,-0.000003,0,0.03444,0.00045,-0.00045,0,18.719,1.121,-1.121,0,311.46,28.604,-28.604,0,0.059885678,0.059885678
WASP-185 b,WASP-185,9.38755,0.00002,-0.00002,0,0.0904,0.0017,-0.0017,0,14.011,0.897,-0.897,0,311.4734,19.0698,-19.0698,0,0.064021126,0.064021126
WASP-7 b,WASP-7,4.9546416,0.0000035,-0.0000035,0,0.0624,0.0011,-0.0011,0,15.401,1.054,-1.054,0,311.4734,41.3179,-41.3179,0,0.068437114,0.068437114
